forecast_date,model_name,data_as_of_date,stock_symbol,stock_start_value,stock_end_value,production_model_name,n_estimators,max_depth,min_samples_leaf,random_state,3d_return_pct_pred,3d_close_pred,3d_confidence_no_loss,3d_loss_probability,5d_return_pct_pred,5d_close_pred,5d_confidence_no_loss,5d_loss_probability,7d_return_pct_pred,7d_close_pred,7d_confidence_no_loss,7d_loss_probability,9d_return_pct_pred,9d_close_pred,9d_confidence_no_loss,9d_loss_probability,num_leaves,min_child_samples,learning_rate,subsample,colsample_bytree,min_child_weight,iterations,depth,l2_leaf_reg,alpha,l1_ratio,logreg_C,regime_filter_enabled,regime_ok,regime_trend_ok,regime_momentum_ok,regime_volatility_ok,regime_ma_ratio_28,regime_return_20d_past,regime_high_low_range,regime_min_ma_ratio_28_threshold,regime_min_return_20d_threshold,regime_max_high_low_range_threshold,3d_raw_pred_positive,3d_regime_filtered_buy,5d_raw_pred_positive,5d_regime_filtered_buy,7d_raw_pred_positive,7d_regime_filtered_buy,9d_raw_pred_positive,9d_regime_filtered_buy
2026-06-22,CatBoost,2026-06-22,SQQQ,36.310001373291016,37.02000045776367,cat_150trees_depth2_lr003_l2_5_6m,,,,42,0.019521786908942,37.742697018069066,0.5506546551345209,0.449345344865479,0.0626732681760644,39.34016487433112,0.6587359192126085,0.3412640807873915,0.016843100210974,37.643532035284096,0.6753020105261488,0.3246979894738512,0.0424873451758935,38.59288199562442,0.779853558584515,0.220146441415485,,,0.03,,,,150.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,
2026-06-22,ElasticNet,2026-06-22,TQQQ,83.97000122070312,82.48500061035156,elasticnet_alpha01_l1_05_logreg_C01_6m,,,,42,0.0105240454581893,83.35307650639368,0.0254562280862004,0.9745437719137996,0.0174330840223966,83.92296855657926,0.0590174608081872,0.9409825391918129,0.0239045794664177,84.45676986222922,0.0008207242491765,0.9991792757508234,0.0294617736636865,84.9151550289828,0.0020056556214606,0.9979943443785394,,,,,,,,,,0.1,0.5,0.1,,,,,,,,,,,,,,,,,,,
2026-06-22,ElasticNet,2026-06-22,SQQQ,36.310001373291016,36.95500183105469,elasticnet_alpha01_l1_05_logreg_C01_6m,,,,42,-0.0110140268871716,36.54797844727197,0.923737985012733,0.076262014987267,-0.0180797362250984,36.28686514575119,0.860697002607664,0.1393029973923359,-0.0244526466741302,36.05135422843807,0.994881622497264,0.0051183775027361,-0.03036267175634,35.83294924070343,0.977218841931847,0.0227811580681529,,,,,,,,,,0.1,0.5,0.1,,,,,,,,,,,,,,,,,,,
2026-06-22,Ridge,2026-06-22,TQQQ,83.97000122070312,82.51499938964844,ridge_alpha10_logreg_C01_6m,,,,42,-0.1176085770327805,72.81052772757113,0.0252430198628009,0.974756980137199,-0.1734766587161008,68.20057300157113,0.0591763288208132,0.9408236711791867,-0.2418385733623635,62.55968965625956,0.0008208979492768,0.9991791020507232,-0.2893465695813965,58.63956737724263,0.0020548659294979,0.997945134070502,,,,,,,,,,10.0,,0.1,,,,,,,,,,,,,,,,,,,
2026-06-22,Ridge,2026-06-22,SQQQ,36.310001373291016,36.93999862670898,ridge_alpha10_logreg_C01_6m,,,,42,0.0942551072499605,40.42178215908283,0.9138200523044102,0.0861799476955898,0.1220140452558631,41.44719729089977,0.8474086686616275,0.1525913313383725,0.1541508026577619,42.6343290651928,0.9939645647121942,0.0060354352878058,0.1642920972037117,43.00894847179324,0.9741406560513218,0.0258593439486782,,,,,,,,,,10.0,,0.1,,,,,,,,,,,,,,,,,,,
2026-06-23,ExtraTrees,2026-06-23,TQQQ,75.12000274658203,77.48999786376953,et_100trees_depth4_leaf20_log2_8m,100.0,4.0,20.0,42,0.0048188653957753,77.86341173299397,0.4413313049107553,0.5586686950892447,0.0076155909767775,78.08012999229138,0.4315067241377659,0.5684932758622341,0.0071927744156051,78.04736593786934,0.4102483965644332,0.5897516034355668,0.0003850447978228,77.51983498433027,0.3790371680325735,0.6209628319674265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-23,ExtraTrees,2026-06-23,SQQQ,40.310001373291016,39.19499969482422,et_100trees_depth4_leaf20_log2_8m,100.0,4.0,20.0,42,-0.0126873389960942,38.69771944674417,0.4717854632913517,0.5282145367086483,-0.0185893425088051,38.46639042086462,0.5430146371967537,0.4569853628032463,-0.0278642843002856,38.10285908017803,0.5015635325818997,0.4984364674181004,-0.0342986361268176,37.85066466230072,0.5462749293885127,0.4537250706114873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-24,CatBoost,2026-06-23,TQQQ,75.12000274658203,74.44000244140625,cat_100trees_depth4_lr003_l2_5_8m,,,,42,-0.0035743067876596,74.17393103540653,0.4352890375659159,0.564710962434084,0.0343240264292649,76.99508305259963,0.6842762601951335,0.3157237398048664,0.0131831460235804,75.421355863587,0.4108729914305892,0.5891270085694108,0.0045664507748172,74.77992904823222,0.6766699972199224,0.3233300027800775,,,0.03,,,,100.0,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,
2026-06-24,CatBoost,2026-06-23,SQQQ,40.310001373291016,40.560001373291016,cat_100trees_depth4_lr003_l2_5_8m,,,,42,0.0035878326529592,40.70552387062218,0.5777354165226894,0.4222645834773105,-0.0442239112561875,38.76627947200775,0.4164811662838367,0.5835188337161633,-0.0157859818217054,39.9197219289239,0.3831675375179821,0.6168324624820178,0.0014275605971995,40.61790323307389,0.5323735096537388,0.4676264903462613,,,0.03,,,,100.0,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,
2026-06-24,RandomForest,2026-06-23,TQQQ,75.12000274658203,74.44000244140625,rf_125trees_depth6_leaf20_sqrt_8m,125.0,6.0,20.0,42,0.0059005422793272,74.87923882308499,0.4244683721482549,0.575531627851745,0.0036407236524352,74.71101791898201,0.4082337213504121,0.5917662786495879,0.0008135739403413,74.50056488751153,0.3805464351369229,0.6194535648630771,-0.007237578104328,73.9012371096502,0.3816563642331929,0.6183436357668071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-24,RandomForest,2026-06-23,SQQQ,40.310001373291016,40.560001373291016,rf_125trees_depth6_leaf20_sqrt_8m,125.0,6.0,20.0,42,-0.0032029783287568,40.430088567878016,0.5720507196148925,0.4279492803851074,-0.009115244561437,40.19028704136125,0.6138666845009362,0.3861333154990637,-0.0101250956069791,40.14932748156724,0.4850162326075939,0.514983767392406,-0.0053147651516851,40.34443449143995,0.6480407426504471,0.3519592573495529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-24,ExtraTrees,2026-06-24,TQQQ,74.77999877929688,72.37000274658203,et_100trees_depth4_leaf20_log2_8m,100.0,4.0,20.0,42,0.0039169256413525,72.65347066600486,0.4333876632573979,0.566612336742602,0.0071212364827794,72.88536665039985,0.4395640800052574,0.5604359199947426,0.0075722474391771,72.91800631455307,0.3848380906872706,0.6151619093127294,0.002288954010031,72.53565435457477,0.4305845457922879,0.5694154542077121,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.9169465086640304,-0.1169004827139977,0.05582424709412,0.98,-0.08,0.12,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2026-06-24,ExtraTrees,2026-06-24,SQQQ,39.66999816894531,40.935001373291016,et_100trees_depth4_leaf20_log2_8m,100.0,4.0,20.0,42,-0.0080922347070328,40.60374573444563,0.5316397236212244,0.4683602763787756,-0.0157240750662728,40.29133633885941,0.5491882784450961,0.4508117215549039,-0.0257990461325412,39.87891738442584,0.5170497672648361,0.4829502327351639,-0.033145135814424,39.57820519320965,0.5400869220748457,0.4599130779251543,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0190486329364272,0.0421334685699235,0.0530010395247727,0.98,-0.08,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-25,ExtraTrees,2026-06-24,TQQQ,74.77999877929688,73.30000305175781,et_100trees_depth4_leaf20_log2_8m,100.0,4.0,20.0,42,0.0042765701625212,73.61347565772166,0.4333876632573979,0.566612336742602,0.006642216605115,73.78687754918317,0.4368527296375267,0.5631472703624733,0.0068948646783935,73.80539665372551,0.3848380906872706,0.6151619093127294,0.0015611737866027,73.41443709508012,0.4266548469858334,0.5733451530141666,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.9283391748414443,-0.1055520954070019,0.0658936102314235,1.05,0.05,0.03,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2026-06-25,ExtraTrees,2026-06-24,SQQQ,39.66999816894531,40.45000076293945,et_100trees_depth4_leaf20_log2_8m,100.0,4.0,20.0,42,-0.0087489931109301,40.096103984927375,0.5316397236212244,0.4683602763787756,-0.0163690778682517,39.78787155068005,0.5491882784450961,0.4508117215549039,-0.0264722639841026,39.37919766458577,0.5170497672648361,0.4829502327351639,-0.0336832073629859,39.08751499940842,0.5400869220748457,0.4599130779251543,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,1.007409277653119,0.0297862021385613,0.0640296688192121,1.05,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-25,ExtraTrees,2026-06-24,TQQQ,74.77999877929688,73.30000305175781,et_100trees_depth4_leaf20_log2_8m,100.0,4.0,20.0,42,0.0042765701625212,73.61347565772166,0.4333876632573979,0.566612336742602,0.006642216605115,73.78687754918317,0.4368527296375267,0.5631472703624733,0.0068948646783935,73.80539665372551,0.3848380906872706,0.6151619093127294,0.0015611737866027,73.41443709508012,0.4266548469858334,0.5733451530141666,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.9283391748414443,-0.1055520954070019,0.0658936102314235,1.05,0.05,0.03,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-25,ExtraTrees,2026-06-24,SQQQ,39.66999816894531,40.45000076293945,et_100trees_depth4_leaf20_log2_8m,100.0,4.0,20.0,42,-0.008748993110930163,40.096103984927375,0.5316397236212244,0.46836027637877564,-0.016369077868251786,39.78787155068005,0.5491882784450961,0.4508117215549039,-0.02647226398410268,39.37919766458577,0.5170497672648361,0.4829502327351639,-0.03368320736298599,39.08751499940842,0.5400869220748457,0.45991307792515435,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.007409277653119,0.029786202138561313,0.06402966881921211,1.05,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
