total_days,buy_days,no_buy_days,buy_rate,model_on_threshold,min_family_confirmations,ensemble_score_threshold,require_anchor_on,require_core_families,require_randomforest_confirm,use_ridge_veto,buy_profitable_days,buy_profit_pct,no_buy_profitable_days,no_buy_profit_pct,avg_return_when_buy,median_return_when_buy,worst_return_when_buy,best_return_when_buy,avg_return_when_no_buy,worst_return_when_no_buy,best_return_when_no_buy,strategy_total_return,buy_and_hold_total_return,strategy_max_drawdown,buy_and_hold_max_drawdown,avg_ensemble_score,avg_ensemble_score_when_buy,ridge_veto_days,core_rule_buy_days,base_rule_buy_days
102,0,102,0.0,0.0,2,3.5,True,True,False,True,0,,34,0.3333333333333333,,,,,-0.015786482121959655,-0.1356519514851722,0.1619022769321545,0.0,-0.8347308177121674,0.0,-0.9184459810692788,1.1274509803921569,,44,0,3
